scenario_id	application	screen_flow	reference_state	current_main_state	components_involved	visual_proof	interaction_proof	current_defect_regression	root_component_owners	app_owner	owning_task_ids
JA-014	jackin	prelude/browser: JA-014	jackin-scenarios.tsv#JA-014; O:app_tests.rs:463;screens/prelude.rs	migrated; exact parity unverified; M:apps/jackin-preview/src/app.rs	prompt,dialog,focus	REQUIRED-UNCAPTURED V:JA-014; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-014	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	output-text;overlays;runtime-input;theme-paint	jackin-prelude	TASK-004;TASK-051;TASK-057;TASK-069
JA-015	jackin	prelude/browser: JA-015	jackin-scenarios.tsv#JA-015; O:screens/modals.rs:280-390	migrated; exact parity unverified; M:apps/jackin-preview/src/app.rs	browser,text input,list,scrollbar	REQUIRED-UNCAPTURED V:JA-015; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-015	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	collections;fields-edit;overlays;runtime-input;scroll-parity;text-core;theme-paint	jackin-prelude	TASK-004;TASK-051;TASK-057;TASK-069
JA-016	jackin	workspace editor/config: JA-016	jackin-scenarios.tsv#JA-016; O:screens/editor.rs:48,1615	duplicated simplified/historical editor; M:apps/jackin-preview/src/app.rs	tabs,focus,forms	REQUIRED-UNCAPTURED V:JA-016; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-016	JA-EDITOR: historical 120x40 General clean-only paint; other tabs/dirty/focus use another path	code-diff;collections;fields-edit;runtime-input;scroll-parity;text-core;theme-paint	jackin-workspace-editor	TASK-004;TASK-052;TASK-057;TASK-069
JA-017	jackin	workspace editor/config: JA-017	jackin-scenarios.tsv#JA-017; O:screens/editor.rs:130,1540;app.rs:579	duplicated simplified/historical editor; M:apps/jackin-preview/src/app.rs	text input,checkbox,select,browser	REQUIRED-UNCAPTURED V:JA-017; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-017	JA-EDITOR: historical 120x40 General clean-only paint; other tabs/dirty/focus use another path	code-diff;fields-edit;overlays;runtime-input;scroll-parity;text-core;theme-paint	jackin-workspace-editor	TASK-004;TASK-052;TASK-057;TASK-069
JA-018	jackin	workspace editor/config: JA-018	jackin-scenarios.tsv#JA-018; O:app_tests.rs:497	duplicated simplified/historical editor; M:apps/jackin-preview/src/app.rs	config,dialog,async ownership	REQUIRED-UNCAPTURED V:JA-018; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-018	JA-EDITOR: historical 120x40 General clean-only paint; other tabs/dirty/focus use another path	code-diff;foundation-api;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	jackin-workspace-editor	TASK-004;TASK-052;TASK-057;TASK-069
JA-019	jackin	workspace editor/config: JA-019	jackin-scenarios.tsv#JA-019; O:screens/config.rs:1201-1414	duplicated simplified/historical editor; M:apps/jackin-preview/src/app.rs	config table,form,dialog,select	REQUIRED-UNCAPTURED V:JA-019; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV injected variants required; PTY only independently demonstrated CLI/action variants; jackin-scenarios.tsv#JA-019	JA-EDITOR: historical 120x40 General clean-only paint; other tabs/dirty/focus use another path	code-diff;fields-edit;grid-parity;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	jackin-workspace-editor	TASK-004;TASK-052;TASK-057;TASK-069
JA-020	jackin	workspace editor/config: JA-020	jackin-scenarios.tsv#JA-020; O:screens/editor.rs:1192	duplicated simplified/historical editor; M:apps/jackin-preview/src/app.rs	list,picker,checkbox	REQUIRED-UNCAPTURED V:JA-020; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-020	JA-EDITOR: historical 120x40 General clean-only paint; other tabs/dirty/focus use another path	code-diff;collections;fields-edit;overlays;runtime-input;scroll-parity;text-core;theme-paint	jackin-workspace-editor	TASK-004;TASK-052;TASK-057;TASK-069
JA-021	jackin	workspace editor/config: JA-021	jackin-scenarios.tsv#JA-021; O:app_tests.rs:538	duplicated simplified/historical editor; M:apps/jackin-preview/src/app.rs	secret field,form,config table	REQUIRED-UNCAPTURED V:JA-021; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-021	JA-EDITOR: historical 120x40 General clean-only paint; other tabs/dirty/focus use another path	code-diff;fields-edit;grid-parity;runtime-input;scroll-parity;text-core;theme-paint	jackin-workspace-editor	TASK-004;TASK-052;TASK-057;TASK-069
JA-022	jackin	workspace editor/config: JA-022	jackin-scenarios.tsv#JA-022; O:screens/config.rs:1201,1737,2159	duplicated simplified/historical editor; M:apps/jackin-preview/src/app.rs	config,op picker,dialog	REQUIRED-UNCAPTURED V:JA-022; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-022	JA-EDITOR: historical 120x40 General clean-only paint; other tabs/dirty/focus use another path	code-diff;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	jackin-workspace-editor	TASK-004;TASK-052;TASK-053;TASK-057;TASK-069
JA-023	jackin	workspace editor/config: JA-023	jackin-scenarios.tsv#JA-023; O:app_tests.rs:1028;screens/editor.rs:1079	duplicated simplified/historical editor; M:apps/jackin-preview/src/app.rs	grouped list,checkbox,filter	REQUIRED-UNCAPTURED V:JA-023; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-023	JA-EDITOR: historical 120x40 General clean-only paint; other tabs/dirty/focus use another path	code-diff;collections;fields-edit;runtime-input;scroll-parity;text-core;theme-paint	jackin-workspace-editor	TASK-004;TASK-052;TASK-057;TASK-069
JA-024	jackin	HardCases >100 roles (source correction; natural world fixture)	jackin-scenarios.tsv#JA-024; O:app_tests.rs:1137	duplicated simplified/historical editor; M:apps/jackin-preview/src/app.rs	config,virtual collection,scrollbar	REQUIRED-UNCAPTURED V:JA-024; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY: natural HardCases >100-role world; replay oracle test initialization, not Returning; jackin-scenarios.tsv#JA-024	JA-EDITOR: historical 120x40 General clean-only paint; other tabs/dirty/focus use another path	runtime-input;scroll-parity;theme-paint	jackin-workspace-editor	TASK-004;TASK-052;TASK-057;TASK-069
JA-025	jackin	workspace editor/config: JA-025	jackin-scenarios.tsv#JA-025; O:screens/editor.rs:open_preview,start_save,finish_save,on_esc_top	duplicated simplified/historical editor; M:apps/jackin-preview/src/app.rs	dialog,form,async ownership	REQUIRED-UNCAPTURED V:JA-025; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV injected variants required; PTY only independently demonstrated CLI/action variants; jackin-scenarios.tsv#JA-025	JA-EDITOR: historical 120x40 General clean-only paint; other tabs/dirty/focus use another path	code-diff;fields-edit;foundation-api;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	jackin-workspace-editor	TASK-004;TASK-052;TASK-057;TASK-069
JA-026	jackin	settings: JA-026	jackin-scenarios.tsv#JA-026; O:screens/settings.rs:40,826	source-proven missing five-tab composition; M:apps/jackin-preview/src/app.rs	tabs,checkbox,focus	REQUIRED-UNCAPTURED V:JA-026; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-026	JA-SETTINGS: draw_settings has summary lines; oracle mounts General/Mounts/Environments/Agents/Trust	collections;fields-edit;runtime-input;theme-paint	jackin-settings	TASK-004;TASK-052;TASK-057;TASK-069
JA-027	jackin	settings: JA-027	jackin-scenarios.tsv#JA-027; O:screens/settings.rs:59;screens/config.rs:130-148,1527	source-proven missing five-tab composition; M:apps/jackin-preview/src/app.rs	shared config,form,dialog	REQUIRED-UNCAPTURED V:JA-027; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-027	JA-SETTINGS: draw_settings has summary lines; oracle mounts General/Mounts/Environments/Agents/Trust	fields-edit;output-text;overlays;runtime-input;theme-paint	jackin-settings	TASK-004;TASK-052;TASK-057;TASK-069
JA-028	jackin	settings: JA-028	jackin-scenarios.tsv#JA-028; O:screens/settings.rs:705-778	source-proven missing five-tab composition; M:apps/jackin-preview/src/app.rs	list,select,checkbox,status	REQUIRED-UNCAPTURED V:JA-028; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-028	JA-SETTINGS: draw_settings has summary lines; oracle mounts General/Mounts/Environments/Agents/Trust	chrome;collections;fields-edit;runtime-input;scroll-parity;theme-paint	jackin-settings	TASK-004;TASK-052;TASK-053;TASK-057;TASK-069
JA-029	jackin	settings: JA-029	jackin-scenarios.tsv#JA-029; O:app_tests.rs:581	source-proven missing five-tab composition; M:apps/jackin-preview/src/app.rs	dialog,async status	REQUIRED-UNCAPTURED V:JA-029; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-029	JA-SETTINGS: draw_settings has summary lines; oracle mounts General/Mounts/Environments/Agents/Trust	chrome;output-text;overlays;runtime-input;theme-paint	jackin-settings	TASK-004;TASK-052;TASK-057;TASK-069
JA-030	jackin	accounts/credential picker: JA-030	jackin-scenarios.tsv#JA-030; O:screens/accounts.rs:61,1946	migrated; exact parity unverified; M:apps/jackin-preview/src/app.rs	tree,meters,split detail,filter	REQUIRED-UNCAPTURED V:JA-030; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-030	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;collections;overlays;runtime-input;scroll-parity;theme-paint	jackin-accounts	TASK-004;TASK-053;TASK-057;TASK-069
JA-031	jackin	accounts/credential picker: JA-031	jackin-scenarios.tsv#JA-031; O:screens/accounts.rs:on_click,on_drag,on_wheel;app.rs:1535	migrated; exact parity unverified; M:apps/jackin-preview/src/app.rs	hit registry,splitter,scrollbar,buttons	REQUIRED-UNCAPTURED V:JA-031; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-031	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;overlays;runtime-input;scroll-parity;theme-paint	jackin-accounts	TASK-004;TASK-053;TASK-057;TASK-069
JA-032	jackin	accounts/credential picker: JA-032	jackin-scenarios.tsv#JA-032; O:app_tests.rs:273	migrated; exact parity unverified; M:apps/jackin-preview/src/app.rs	form,op,picker,secret,async	REQUIRED-UNCAPTURED V:JA-032; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-032	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	fields-edit;overlays;runtime-input;scroll-parity;theme-paint	jackin-accounts	TASK-004;TASK-053;TASK-057;TASK-069
JA-033	jackin	accounts/credential picker: JA-033	jackin-scenarios.tsv#JA-033; O:app_tests.rs:359	migrated; exact parity unverified; M:apps/jackin-preview/src/app.rs	secret input,form,dialog	REQUIRED-UNCAPTURED V:JA-033; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-033	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	fields-edit;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	jackin-accounts	TASK-004;TASK-053;TASK-057;TASK-069
JA-034	jackin	accounts/credential picker: JA-034	jackin-scenarios.tsv#JA-034; O:app_tests.rs:646-786	migrated; exact parity unverified; M:apps/jackin-preview/src/app.rs	form,browser,select,op	REQUIRED-UNCAPTURED V:JA-034; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-034	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	fields-edit;overlays;runtime-input;scroll-parity;theme-paint	jackin-accounts	TASK-004;TASK-053;TASK-057;TASK-069
JA-035	jackin	accounts/credential picker: JA-035	jackin-scenarios.tsv#JA-035; O:screens/accounts.rs:1975-2111	migrated; exact parity unverified; M:apps/jackin-preview/src/app.rs	form,dialog,tree,async	REQUIRED-UNCAPTURED V:JA-035; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-035	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	collections;fields-edit;output-text;overlays;runtime-input;scroll-parity;theme-paint	jackin-accounts	TASK-004;TASK-053;TASK-057;TASK-069
JA-036	jackin	accounts/credential picker: JA-036	jackin-scenarios.tsv#JA-036; O:app_tests.rs:618;domain/fixtures.rs;sim/provider.rs	migrated; exact parity unverified; M:apps/jackin-preview/src/app.rs	meters,status,help	REQUIRED-UNCAPTURED V:JA-036; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-036	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;overlays;runtime-input;scroll-parity;theme-paint	jackin-accounts	TASK-004;TASK-053;TASK-057;TASK-069
JA-037	jackin	accounts/credential picker: JA-037	jackin-scenarios.tsv#JA-037; O:screens/modals.rs:1555,1663,1803;sim/onepassword.rs	migrated; exact parity unverified; M:apps/jackin-preview/src/app.rs	async picker,overlay,focus,secret policy	REQUIRED-UNCAPTURED V:JA-037; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV injected variants required; PTY only independently demonstrated CLI/action variants; jackin-scenarios.tsv#JA-037	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	fields-edit;overlays;runtime-input;scroll-parity;theme-paint	jackin-accounts	TASK-004;TASK-053;TASK-057;TASK-069
JA-038	jackin	accounts/credential picker: JA-038	jackin-scenarios.tsv#JA-038; O:screens/modals.rs:1889;app.rs:1283	migrated; exact parity unverified; M:apps/jackin-preview/src/app.rs	picker,text input,scroll	REQUIRED-UNCAPTURED V:JA-038; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-038	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	fields-edit;overlays;runtime-input;scroll-parity;text-core;theme-paint	jackin-accounts	TASK-004;TASK-053;TASK-057;TASK-069
JA-039	jackin	usage: JA-039	jackin-scenarios.tsv#JA-039; O:app_tests.rs:400;screens/usage.rs:752	source-proven missing list/detail/meters composition; M:apps/jackin-preview/src/app.rs	meters,list-detail,viewport	REQUIRED-UNCAPTURED V:JA-039; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-039	JA-USAGE: main summary rendering differs from selectable oracle list/detail and refresh	chrome;collections;output-text;runtime-input;scroll-parity;theme-paint	jackin-usage	TASK-004;TASK-053;TASK-057;TASK-069
JA-040	jackin	launch/cockpit: JA-040	jackin-scenarios.tsv#JA-040; O:sim/launch.rs:10,241;screens/cockpit.rs;app_tests.rs:179	migrated; exact parity unverified; M:apps/jackin-preview/src/app.rs	steps,progress,spinner,scheduler	REQUIRED-UNCAPTURED V:JA-040; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV exact production-clock phases; PTY stable/decoded actions; no exact wall-clock phase claim; jackin-scenarios.tsv#JA-040	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;collections;runtime-input;theme-paint	jackin-launch	TASK-004;TASK-054;TASK-055;TASK-057;TASK-069
JA-041	jackin	launch/cockpit: JA-041	jackin-scenarios.tsv#JA-041; O:screens/cockpit.rs:575;app_tests.rs:646	migrated; exact parity unverified; M:apps/jackin-preview/src/app.rs	log viewport,info,scrollbar,overlay	REQUIRED-UNCAPTURED V:JA-041; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-041	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	output-text;overlays;runtime-input;scroll-parity;theme-paint	jackin-launch	TASK-004;TASK-054;TASK-057;TASK-069
JA-042	jackin	launch/cockpit: JA-042	jackin-scenarios.tsv#JA-042; O:app_tests.rs:203;sim/launch.rs:79	migrated; exact parity unverified; M:apps/jackin-preview/src/app.rs	error dialog,steps,arbiter	REQUIRED-UNCAPTURED V:JA-042; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; jackin-scenarios.tsv#JA-042	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	collections;foundation-api;output-text;overlays;runtime-input;theme-paint	jackin-launch	TASK-004;TASK-054;TASK-057;TASK-069
