id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship
HAR-028	docs/audit/architecture-research.md:960-1021	e81ca17b	Workspace one reusable library plus testing crate and public-author boundary	accepted target; staging amended	unread	workspace; facade; dependency checks	unverified	Finish existing migration; no resurrected temporary legacy split; signatures actually public	External examples; facade completeness; no-default-features boundary; documented MSRV	TASK-065;TASK-068	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:29	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HAR-029	docs/audit/architecture-research.md:1025-1042	e81ca17b	Prior-art concept adoptions/rejections motivate design	research rationale only	unread	composition; author API; trait choices	unverified	Do not treat unsupported external-project claims as proof or binding API	Own compiled design probes and accepted target contracts	TASK-068	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:30	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HAR-030	docs/audit/architecture-research.md:1059-1087	e81ca17b	12theme scenarios plus A-H executable gates proposed	proposed artifacts; owner amendments govern	unread	theme/catalog examples; conformance	unverified	Replace overstrong impossible-state and text-token tests with truthful supported behavior proof	Real part-local pixel effects; actions; nonzero selected tests; allocation corpus; immutable oracle	TASK-031;TASK-068	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:31	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HAR-031	docs/audit/api-audit.md:863-879;987-988;1075-1087;1213-1250	locator_pin=7b27732a8c3c131760ec3438f641cb3c11343a42;historical_provenance_edges=e81ca17b;383e16fc;834aa58e	Source counts and positional-Path stability internally inconsistent	audit-text defect; not production diagnosis	unread	planning evidence	unverified	Track obligation identities and genuine keys; do not reuse contradictory totals	Ledger completeness by named family/behavior; independent current-source verification	TASK-068	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:32	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HAR-032	docs/audit/api-audit.md history edges	834aa58e;383e16fc;ce5e9973	Initial fragment then prepended inventory and seam repair	publication history; not semantic reversal	unread	historical source lineage	complete reading	Preserve exact edge/source provenance; no initial coherent-design assumption	Blob/parent links and changed-hunk read coverage	TASK-068	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:33	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HAR-033	docs/reviews/slice2-architecture-review.md:B3/B5/B6/B15;732-735	4e15e97e	Phase-call data; derived-only runtime caches; post-update Esc	J accepted; K amends grid model split	unread	Cx; Ui; collections; grid; layers	unverified	Join latest model/cache/ordering contracts to actual callers	Borrow-compiling mutation closure; shared draw; derived-cache structural and invalidation proof; editor cancel before dismiss	TASK-010;TASK-015	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:34	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HAR-034	docs/reviews/slice2-architecture-review.md:B1/B2/B4/B8/B10;M11/M24;540-555;737-744	4e15e97e	Compilable builders; independent frozen intent borrow; Field identity; command/action split; lossless Response fold	J accepted; later exact public API governs	unread	Response; props builders; Cx; Field; Bindings; KeyMap	unverified	Eliminate compile and semantic-action-loss enabling conditions	Complete external examples; compile-fail semantic fold; intent iteration plus mutable services; paste arena lifetime; no duplicate Field ID	TASK-010;TASK-016;TASK-068	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:35	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HAR-035	docs/reviews/slice2-architecture-review.md:B7/B11/B12;M2-M5/M29;572-587	4e15e97e	Bounded transition-only focus settle; owner capture; layer outside-hit and restore semantics	J accepted; later runtime ordering governs	unread	runtime routing; registry; focus; capture; layers; cursor	unverified	Verify order edges instead of replay or draw-order ownership assumptions	No duplicate key activation; lower-layer outside hit; inert silent discard versus rejection; pre-draw restore key; close releases capture; duplicate layer draw diagnostic	TASK-010;TASK-017	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:36	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HAR-036	docs/reviews/slice2-architecture-review.md:M1/M6-M10/M25/M28;515-538;560-568;A8-A13	4e15e97e	Author API complete; one props constructor per configured instance; Form drives fields; borrowed extension data	J accepted direction; later K/M shapes govern	unread	author facade; Field/Form; editor; components; PartRef	unverified	Prevent update/draw configuration drift without reintroducing domain context	Disabled behavior parity; external author example; no runtime debug-name side table; inline editor click precedence; external edit app request	TASK-019;TASK-065;TASK-068	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:37	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HAR-037	docs/reviews/slice2-architecture-review.md:B9/B16/M12/M30;591-625;650-688	4e15e97e	App lib/thin bin; app-owned Jx/Msg; load-time cell formatting; compiling tui-next staging	J accepted; historical staging not present mutation authority	unread	app packages; grid adapter; workspace; perf baseline	unverified	Preserve domain boundary and current package entrypoints; map historical sequence to present state	External harness imports; typed SQL model outside library; docs/bin collision checks; legacy behavior retention; literal before/after baseline provenance	TASK-051;TASK-060;TASK-065	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:38	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HAR-038	docs/reviews/slice2-architecture-review.md:M13-M18/M26-M27;605-622	4e15e97e	Public testing introspection; truthful auto-draw suppression; real keyed fixtures; capability-aware conformance	J accepted; later fixtures and named suites govern	unread	testing crate; Harness; Scene; fixtures; conformance	unverified	Replace placeholder or private-field tests with real external behavior evidence	Three Outcome mapping; diagnostics; real reorder actions; typed-character exception; actual fixture list; separate release perf and trybuild inventory	TASK-031;TASK-073	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:39	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HAR-039	docs/reviews/slice2-architecture-review.md:M19-M22/M31;A3-A7/A15-A17;724-776	4e15e97e	Goal/scenario/API traceability; deterministic theme seeds; actual paint and Unicode corpus; compiled documentation	J accepted; later theme and deferred-doc boundaries govern	unread	theme; painter; component docs; Showcase; doc-check	unverified	Join named proof to actual public contracts without treating sketches as compile evidence	Seed table determinism; contrast; global variant isolation; painted glyphs; 200-plus Unicode fixture strings widths0-120; body-slot equivalence; no placeholders	TASK-011;TASK-031;TASK-068	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:40	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HAR-040	docs/reviews/slice2-architecture-review.md:M23;467-469;769	4e15e97e	CIE76 nearest16 and numeric downgrade recipe	J initially accepted then foundations override rejects CIE76	unread	theme downgrade; ANSI16; mono	unverified	Do not restore CIE76 from accepted review history; apply latest categorical palette contract	Exact ANSI16 and DarkGray oracle cells; exhaustive token visitation; monotonic capability-specific meaning	TASK-011	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:41	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HAR-041	docs/reviews/slice2-architecture-review.md:B13/B14;629-646;A4/A11	4e15e97e	Noncolor pressed state; cache hints/hash; empty intent fast path; bounded diagnostics; no secret draw allocations	J accepted then container/Id/mono/cache amendments	unread	HintLayer; style cache; intent queue; diagnostics; secret painter	unverified	Reject review ownSmallVec; replace obsolete debug-Id assumptions; preserve current secret and mono contracts	Zero unchanged-focus hint allocations; no lost cache generations; nonempty drain scale; bounded diagnostic drop count; actual pressed bracket cells; no raw secret disclosure	TASK-010;TASK-016;TASK-018;TASK-028;TASK-067	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:42	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HAR-042	docs/reviews/slice2-architecture-review.md:A14;620;644;797-808	4e15e97e	Historical blessing and count-classification allowances	historical only; current immutable oracle dominates	unread	goldens; focus-ring assertions; visual classifications	unverified	Never weaken expected frames or retained app behavior to satisfy migration	Independent unchanged oracle comparison; preserve intentional test intent; investigate API if compile/conformance/app/doc/legacy gate fails	TASK-008;TASK-069	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:43	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HAR-043	docs/reviews/slice2-architecture-review.md:780-808	4e15e97e	Fourteen prototype gates and bounded disposable prototype scope	J accepted stage-specific acceptance; not current completion proof	unread	prototype; examples; conformance; render; Buttons journeys; public API review	unverified	Map every gate to current owner proof and explicit supersession; no prototype expansion by inertia	Complete examples; author-only import; named unit behaviors; seven conformance fixtures; theme/size matrix; override/layer scenes; retained Buttons tests; zero diagnostics; structural/docs checks; legacy compatibility; independent review	TASK-033;TASK-066	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:44	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
